ID,Epic,User Story,Acceptance Criteria,Module,Priority,Status,Testable,source_file
US-UI-007,Streamlit UI,"As a Trader, I want to see the origin (manual, Jaguar, GPT) and timestamp for each ticker so that I know its context.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-008,Streamlit UI,"As a Trader, I want to execute a trade from the UI with confirmation and fee preview so that I can act directly from the platform.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-009,Streamlit UI,"As a UI User, I want to see a visual score breakdown for each ticker so that I understand the decision factors.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-010,Streamlit UI,"As a Trader, I want to view recent Telegram alerts in a notification panel so that I know what’s been triggered.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-011,Streamlit UI,"As a Trader, I want to access a KPI dashboard with daily/monthly PnL and target progress so that I track performance in real-time.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-012,Streamlit UI,"As a Trader, I want to toggle IA learning mode from the sidebar so that I control if the bot should auto-adjust.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-013,Streamlit UI,"As a UI User, I want to enable debug mode to view skipped or rejected tickers so that I can troubleshoot logic.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-014,Streamlit UI,"As a Trader, I want to review the complete trade journal in the UI so that I analyze recent executions.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-015,Streamlit UI,"As a UI User, I want to launch a backtest simulation from a dropdown menu so that I test strategy variations.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-016,Streamlit UI,"As a Trader, I want to trigger the daily closure and lock trades for the session so that the system logs final results.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-017,Streamlit UI,"As a UI User, I want to see a graph of total profit over time so that I visualize long-term success.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-018,Streamlit UI,"As a Trader, I want to adjust configuration parameters live (risk, float limit...) so that I fine-tune the bot behavior.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-019,Streamlit UI,"As a UI User, I want to refresh ticker data manually without restarting the app so that I keep the UI updated.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-UI-020,Streamlit UI,"As a System, I want to ensure that UI state (filters, expanded tickers) is retained during refresh so that user experience is smooth.","- [ ] Feature accessible via UI
- [ ] Input or feedback shown
- [ ] Integrated with backend
- [ ] Errors handled",streamlit/app.py,High,To Do,Yes,USER_STORIES_STREAMLIT_UI.xlsx
US-SIMU-001,Simulation Engine,"As a Bot, I want to simulate a complete trade cycle including buy and sell so that we can estimate profitability without real risk.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-002,Simulation Engine,"As a System, I want to apply Moomoo fee structure in the simulation so that simulated PnL is realistic.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-003,Simulation Engine,"As a Bot, I want to store each simulated trade in trades.db with tag 'Simulated' so that records are kept for analysis.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-004,Simulation Engine,"As a Trader, I want to manually run a batch simulation on an old watchlist so that I can evaluate strategy performance historically.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-005,Simulation Engine,"As a System, I want to log the entry and exit time for each simulated position so that the strategy behavior is traceable.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-006,Simulation Engine,"As a Bot, I want to calculate expected gain/loss before trade execution in simulation so that decisions can be evaluated upfront.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-007,Simulation Engine,"As a Bot, I want to simulate stop loss and take profit levels dynamically so that realistic exit points are tested.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-008,Simulation Engine,"As a System, I want to generate a daily summary of all simulated trades so that backtesting results can be reviewed.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-009,Simulation Engine,"As a Bot, I want to simulate only trades with a total score above threshold so that we validate only high-probability entries.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-010,Simulation Engine,"As a Trader, I want to see simulated trade outcomes in the UI with PnL so that I can adjust my strategy based on visual feedback.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-011,Simulation Engine,"As a System, I want to flag any simulated trade that exceeds risk parameters so that dangerous strategies are highlighted.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-012,Simulation Engine,"As a Bot, I want to use AI-scored tickers for simulation before real execution so that we test the scoring model in practice.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-013,Simulation Engine,"As a Bot, I want to simulate execution across 2 days for swing trade testing so that longer-term scenarios are included.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-014,Simulation Engine,"As a System, I want to compare simulated vs actual trade outcomes when available so that model accuracy is measured.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-015,Simulation Engine,"As a Bot, I want to run simulation every morning before market open so that the trader receives an early strategy preview.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-016,Simulation Engine,"As a System, I want to output a CSV or JSON report of simulation results so that external analysis is possible.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-017,Simulation Engine,"As a Bot, I want to simulate slippage on entry and exit prices so that volatility impact is reflected.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-018,Simulation Engine,"As a System, I want to allow exporting simulation logs with filters so that we focus on specific tickers or dates.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-019,Simulation Engine,"As an IA, I want to learn from successful simulations to tune scoring weights so that the model evolves with results.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SIMU-020,Simulation Engine,"As a Trader, I want to review all simulated trades in a dashboard format so that I can understand win/loss distribution.","- [ ] Simulation executed
- [ ] Trade stored with details
- [ ] Fees and PnL applied
- [ ] Results viewable or exported",simulate_trade_result.py,High,To Do,Yes,USER_STORIES_SIMULATION_ENGINE.xlsx
US-SEC-001,Security Guard & Stop Loss,"As a Bot, I want to block trades on tickers priced below $1 so that we avoid fees that exceed profit potential.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-002,Security Guard & Stop Loss,"As a System, I want to apply a per-trade stop loss threshold of -5% so that we limit individual trade risk.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-003,Security Guard & Stop Loss,"As a System, I want to pause auto-trading if daily loss exceeds -10% so that capital is preserved.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-004,Security Guard & Stop Loss,"As a Bot, I want to cancel trades that would exceed the configured max capital exposure so that I respect risk management.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-005,Security Guard & Stop Loss,"As a Trader, I want to configure stop loss and capital limits in the UI so that I can control my risk tolerance.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-006,Security Guard & Stop Loss,"As a System, I want to log every blocked or cancelled trade due to security rules so that all decisions are auditable.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-007,Security Guard & Stop Loss,"As a Bot, I want to send a Telegram alert if a trade is blocked for security reasons so that the user is immediately informed.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-008,Security Guard & Stop Loss,"As a System, I want to check float and volatility before allowing a trade so that we avoid unpredictable micro caps.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-009,Security Guard & Stop Loss,"As a Bot, I want to auto-reject trade if estimated slippage exceeds a configured max % so that execution price remains reliable.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-010,Security Guard & Stop Loss,"As a Trader, I want to enable a global kill switch to stop all trading immediately so that I can freeze the system in emergencies.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-011,Security Guard & Stop Loss,"As a System, I want to store daily capital loss percentage in KPI tracking so that I can assess risk management performance.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-012,Security Guard & Stop Loss,"As a Bot, I want to auto-disable real trading after 3 consecutive losses so that the strategy resets safely.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-013,Security Guard & Stop Loss,"As a System, I want to apply a hard cap on the number of trades per day so that I avoid overtrading.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-014,Security Guard & Stop Loss,"As a Trader, I want to see warnings in the UI if a rule is close to being triggered so that I can adjust my decisions.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-015,Security Guard & Stop Loss,"As a System, I want to verify that margin is not used (cash only) so that we comply with trading policies.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-016,Security Guard & Stop Loss,"As a Bot, I want to block tickers with low liquidity if average volume < 200K so that execution remains stable.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-017,Security Guard & Stop Loss,"As a System, I want to compare projected loss against configured risk per trade so that we avoid oversized losses.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-018,Security Guard & Stop Loss,"As a Bot, I want to auto-validate each trade against the guard rules before execution so that no violation is possible.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-019,Security Guard & Stop Loss,"As a System, I want to rollback unconfirmed trades if the Moomoo window is not responsive so that execution is guaranteed.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-SEC-020,Security Guard & Stop Loss,"As a Trader, I want to see a summary report of blocked trades with reasons so that I can review guard activity.","- [ ] Rule applied
- [ ] Trade blocked or allowed
- [ ] Log or alert triggered
- [ ] Risk preserved",capital_guard.py,High,To Do,Yes,USER_STORIES_SECURITY_GUARD_STOPLOSS.xlsx
US-041,Execution Logic,"As a trader, I want to send order to moomoo api so that I can improve the reliability and control of my trading workflow.","- [ ] Send order to Moomoo API
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-042,Execution Logic,"As a trader, I want to only if validation chatgpt = pass so that I can improve the reliability and control of my trading workflow.","- [ ] Only if validation ChatGPT = pass
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-043,Execution Logic,"As a trader, I want to apply max capital per trade (500$) so that I can improve the reliability and control of my trading workflow.","- [ ] Apply max capital per trade (500$)
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-044,Execution Logic,"As a trader, I want to log execution result in db so that I can improve the reliability and control of my trading workflow.","- [ ] Log execution result in DB
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-045,Execution Logic,"As a trader, I want to display trade summary on ui so that I can improve the reliability and control of my trading workflow.","- [ ] Display trade summary on UI
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-046,Execution Logic,"As a trader, I want to allow cancel before submit so that I can improve the reliability and control of my trading workflow.","- [ ] Allow cancel before submit
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-047,Execution Logic,"As a trader, I want to pause ia if loss exceeds limit so that I can improve the reliability and control of my trading workflow.","- [ ] Pause IA if loss exceeds limit
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-048,Execution Logic,"As a trader, I want to block penny stocks < 1$ if checkbox on so that I can improve the reliability and control of my trading workflow.","- [ ] Block penny stocks < 1$ if checkbox on
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-049,Execution Logic,"As a trader, I want to save timestamp and price on trade so that I can improve the reliability and control of my trading workflow.","- [ ] Save timestamp and price on trade
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-050,Execution Logic,"As a trader, I want to compare expected vs real price so that I can improve the reliability and control of my trading workflow.","- [ ] Compare expected vs real price
- [ ] Action reflected in UI or logs
- [ ] Related DB entries are updated
- [ ] Errors are logged if failed",,,,,USER_STORIES_REAL_050_BY_EPIC_FIXED.xlsx
US-PATT-001,Pattern Recognition,"As an IA, I want to analyze the OHLC chart of a ticker to detect bullish patterns like breakout or cup & handle so that we identify high-probability setups.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-002,Pattern Recognition,"As a Bot, I want to flag tickers with strong visual patterns for further scoring so that the decision engine can prioritize them.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-003,Pattern Recognition,"As a System, I want to store detected patterns in the database with timestamp and ticker so that pattern data is persistent.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-004,Pattern Recognition,"As an IA, I want to annotate patterns visually for display in the interface so that the trader understands the analysis.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-005,Pattern Recognition,"As a Trader, I want to view pattern labels in the Streamlit chart panel so that I can confirm breakout signals visually.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-006,Pattern Recognition,"As a Bot, I want to exclude tickers that match bearish pattern profiles so that risky trades are avoided.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-007,Pattern Recognition,"As a System, I want to log every pattern detection result with strength and type so that we can audit the pattern engine.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-008,Pattern Recognition,"As an IA, I want to adjust pattern weight based on win/loss outcome so that reliable patterns are favored.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-009,Pattern Recognition,"As a System, I want to retry pattern analysis if data is incomplete so that false negatives are minimized.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-010,Pattern Recognition,"As a Trader, I want to manually validate or override a detected pattern so that human judgment can correct false AI decisions.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-011,Pattern Recognition,"As a Bot, I want to trigger pattern recognition only after ticker is scored above a threshold so that analysis is focused on promising stocks.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-012,Pattern Recognition,"As an IA, I want to detect consolidation and breakout timing based on candle structure so that I improve entry point prediction.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-013,Pattern Recognition,"As a System, I want to save false pattern detections in a separate log so that IA training avoids incorrect signals.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-014,Pattern Recognition,"As a Trader, I want to access a pattern history for each ticker so that I can understand past behavior.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-015,Pattern Recognition,"As a System, I want to alert when a rare but historically strong pattern is found so that the trader can review it manually.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-016,Pattern Recognition,"As an IA, I want to use pattern reliability history to tune detection thresholds so that the model adapts dynamically.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-017,Pattern Recognition,"As a Bot, I want to label the pattern strength from 1 to 10 so that scores are comparable.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-018,Pattern Recognition,"As a System, I want to auto-reject pattern detection if price or volume conditions are not met so that we avoid false setups.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-019,Pattern Recognition,"As a Trader, I want to see pattern detection results in a dedicated dashboard so that I can sort tickers by technical setup.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-PATT-020,Pattern Recognition,"As an IA, I want to learn from confirmed pattern outcomes to retrain the recognition engine so that accuracy improves over time.","- [ ] Pattern detected or rejected
- [ ] Stored in DB
- [ ] Displayed or scored
- [ ] Logs available",pattern_analysis.py,High,To Do,Yes,USER_STORIES_PATTERN_RECOGNITION.xlsx
US-NEWS-001,News & Catalyst Detection,"As a Bot, I want to scrape news headlines for all tickers in the watchlist so that I can detect relevant market catalysts.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-002,News & Catalyst Detection,"As a System, I want to filter news using predefined powerful keywords (e.g., FDA, acquisition) so that I identify key events.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-003,News & Catalyst Detection,"As an IA, I want to summarize news headlines using GPT and extract sentiment so that the impact is properly understood.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-004,News & Catalyst Detection,"As a Bot, I want to assign a catalyst score to each ticker based on news analysis so that we prioritize strong opportunities.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
